picture,xmax,ymax,xmin,ymin
230394_X1.png,1072,311,1123,337,
230395_N31.png,1055,335,1137,377,
230396_E34.png,1069,395,1129,441,
230397_N35.png,1065,439,1133,455,
230398_M17.png,1103,454,1126,520,
230399_S29.png,1072,455,1097,524,
230400_Q3.png,1097,548,1138,601,
230401_M17.png,1059,533,1093,620,
230402_D4.png,1056,613,1138,650,
230403_G43.png,1061,651,1136,746,
230404_F13.png,1056,742,1141,800,
230405_Q3.png,1074,802,1126,847,
230406_X1.png,1073,844,1128,875,
230407_N35.png,1053,868,1145,893,
230408_N37.png,1057,890,1145,920,
230409_N35.png,1057,920,1146,942,
230410_E9.png,1056,945,1143,994,
230411_UNKNOWN.png,1051,993,1146,1012,
230412_UNKNOWN.png,1122,1011,1147,1091,
230413_I10.png,1057,1013,1130,1086,
230414_G17.png,1058,1055,1130,1133,
230415_D35.png,1056,1134,1148,1162,
230416_O50.png,1082,1161,1117,1193,
230417_D35.png,1061,1191,1147,1217,
230418_G17.png,1067,1218,1141,1292,
230419_E34.png,1076,1307,1135,1347,
230420_N35.png,1073,1344,1139,1361,
230421_M17.png,1113,1363,1135,1430,
230422_S29.png,1084,1363,1107,1434,
230423_R8.png,1078,1457,1133,1546,
030000_S29.png,71,27,105,104,
030001_D58.png,19,35,69,109,
030002_N37.png,17,112,104,140,
030003_Q3.png,66,140,106,187,
030004_X1.png,22,149,70,185,
030005_N1.png,18,185,104,214,
030006_S34.png,22,212,103,298,
030007_N35.png,16,297,105,316,
030008_O50.png,42,312,88,347,
030009_S29.png,74,349,105,426,
030010_M44.png,24,357,63,429,
030011_D46.png,14,427,101,454,
030012_N14.png,33,457,102,507,
030013_N35.png,17,507,107,526,
030014_E34.png,34,537,91,568,
030015_N35.png,31,566,91,580,
030016_M17.png,63,580,84,642,
030017_S29.png,38,580,59,643,
030018_M17.png,72,651,96,734,
030019_S29.png,24,653,56,737,
030020_S34.png,35,736,90,819,
030021_N35.png,18,819,100,836,
030022_O50.png,33,834,86,874,
030023_G39.png,17,871,105,941,
030024_S29.png,66,943,97,1028,
030025_M44.png,27,945,53,1025,
030026_D46.png,18,1024,104,1051,
030027_X1.png,37,1052,88,1075,
030028_N14.png,22,1078,97,1147,
030029_G43.png,31,1150,88,1231,
030030_D36.png,7,1226,103,1261,
030031_UNKNOWN.png,34,1257,94,1321,
030032_D58.png,36,1275,91,1346,
030033_N35.png,23,1346,101,1363,
030034_N35.png,19,1363,101,1381,
030035_I9.png,13,1378,105,1414,
030036_R8.png,72,1433,104,1507,
030037_R8.png,47,1434,73,1509,
030038_R8.png,17,1433,47,1511,
030039_R8.png,71,1508,100,1573,
030040_R8.png,47,1508,70,1576,
030041_R8.png,16,1508,46,1579,
030042_D35.png,116,25,200,70,
030043_V28.png,146,59,174,130,
030044_X1.png,134,131,178,157,
030045_U15.png,114,158,198,194,
030046_G39.png,114,193,198,267,
030047_N35.png,114,265,196,287,
030048_UNKNOWN.png,121,287,199,334,
030049_X1.png,157,337,199,371,
030050_W11.png,109,333,156,373,
030051_E34.png,126,391,190,429,
030052_N35.png,128,426,186,443,
030053_M17.png,162,442,179,501,
030054_S29.png,136,440,154,501,
030055_D21.png,121,512,195,540,
030056_X1.png,132,537,176,562,
030057_N17.png,114,559,194,579,
030058_D46.png,113,577,195,602,
030059_O50.png,134,602,178,637,
030060_UNKNOWN.png,132,637,178,689,
030061_D21.png,117,688,193,717,
030062_S29.png,137,714,170,788,
030063_N35.png,112,785,195,801,
030064_D21.png,119,802,187,822,
030065_G17.png,115,822,189,897,
030066_V13.png,111,893,191,921,
030067_G40.png,109,921,197,994,
030068_M17.png,158,993,189,1076,
030069_M17.png,117,996,150,1076,
030070_D21.png,113,1075,193,1105,
030071_S29.png,132,1104,169,1185,
030072_N35.png,111,1179,196,1201,
030073_R8.png,168,1201,195,1280,
030074_R8.png,139,1202,168,1278,
030075_R8.png,112,1203,139,1280,
030076_S29.png,133,1280,162,1354,
030077_G40.png,110,1341,194,1415,
030078_N35.png,111,1413,192,1437,
030079_S29.png,158,1433,182,1504,
030080_M44.png,114,1431,135,1507,
030081_D46.png,110,1502,187,1530,
030082_X1.png,129,1525,175,1546,
030083_N14.png,121,1546,177,1598,
030084_N29.png,236,27,274,71,
030085_I9.png,204,66,293,99,
030086_N35.png,206,97,292,116,
030087_N35.png,206,114,290,135,
030088_S29.png,232,135,267,213,
030089_N35.png,206,215,289,236,
030090_S29.png,232,232,268,311,
030091_N35.png,208,310,294,329,
030092_G50.png,204,328,291,402,
030093_G7.png,241,405,294,513,
030094_G7.png,205,406,263,509,
030095_W18.png,205,510,291,565,
030096_X1.png,225,564,275,588,
030097_G43.png,216,587,281,669,
030098_UNKNOWN.png,205,671,290,736,
030099_O28.png,264,738,283,812,
030100_W24.png,211,736,246,771,
030101_O49.png,206,770,254,811,
030102_T28.png,215,810,273,852,
030103_D1.png,212,851,274,894,
030104_N5.png,211,895,282,940,
030105_S29.png,228,938,256,1012,
030106_UNKNOWN.png,204,1009,282,1051,
030107_D21.png,204,1049,280,1072,
030108_A55.png,207,1067,281,1118,
030109_D4.png,203,1118,284,1149,
030110_S29.png,227,1149,261,1217,
030111_N35.png,203,1215,283,1234,
030112_UNKNOWN.png,208,1233,276,1307,
030113_N35.png,201,1307,283,1329,
030114_D21.png,204,1327,282,1344,
030115_UNKNOWN.png,200,1347,281,1398,
030116_X1.png,250,1443,281,1467,
030117_G43.png,208,1406,270,1482,
030118_R8.png,254,1489,284,1565,
030119_G7.png,200,1487,256,1571,
030120_N35.png,202,1569,279,1588,
030121_D2.png,307,24,367,77,
030122_N35.png,304,80,382,96,
030123_E34.png,315,105,370,140,
030124_N35.png,316,136,370,153,
030125_UNKNOWN.png,343,151,363,209,
030126_S29.png,319,151,339,208,
030127_G17.png,307,222,378,293,
030128_D58.png,315,297,367,359,
030129_V31.png,297,361,385,398,
030130_G5.png,302,396,383,470,
030131_G5.png,301,466,384,547,
030132_G5.png,298,538,383,624,
030133_I10.png,299,616,383,691,
030134_N35.png,311,653,382,676,
030135_V28.png,361,670,385,748,
030136_G39.png,298,674,364,745,
030137_Aa15.png,300,742,381,775,
030138_Aa15.png,295,771,380,798,
030139_Aa15.png,295,793,374,821,
030140_E34.png,306,840,368,873,
030141_N35.png,308,872,369,889,
030142_M17.png,339,888,361,952,
030143_S29.png,316,888,334,955,
030144_G17.png,298,967,368,1046,
030145_G35.png,292,1042,373,1126,
030146_Q3.png,317,1118,352,1162,
030147_D46.png,292,1161,375,1185,
030148_G39.png,291,1187,381,1252,
030149_G39.png,289,1253,376,1329,
030150_UNKNOWN.png,291,1331,380,1406,
030151_D36.png,291,1406,377,1445,
030152_N35.png,289,1446,374,1468,
030153_X1.png,314,1466,358,1491,
030154_UNKNOWN.png,292,1489,373,1527,
030155_UNKNOWN.png,291,1527,368,1559,
030156_UNKNOWN.png,292,1558,370,1593,
030157_O50.png,412,19,456,57,
030158_D21.png,405,55,473,83,
030159_R8.png,450,83,478,152,
030160_R8.png,425,83,454,154,
030161_R8.png,397,85,427,155,
030162_D46.png,395,153,472,182,
030163_D21.png,399,180,472,207,
030164_N35.png,395,204,474,223,
030165_E34.png,408,237,461,272,
030166_N35.png,407,273,462,287,
030167_M17.png,438,286,456,346,
030168_S29.png,412,288,432,349,
030169_P8.png,459,361,478,443,
030170_G43.png,398,360,458,440,
030171_Y2.png,394,440,475,463,
030172_I9.png,393,463,479,496,
030173_S29.png,417,493,450,568,
030174_V31.png,390,564,472,597,
030175_N35.png,391,593,475,611,
030176_E34.png,403,626,462,659,
030177_N35.png,401,658,464,674,
030178_M17.png,439,675,459,737,
030179_S29.png,407,678,432,737,
030180_M17.png,454,753,478,819,
030181_D21.png,392,776,452,805,
030182_M17.png,454,815,478,883,
030183_D36.png,392,822,462,856,
030184_UNKNOWN.png,409,860,457,910,
030185_N35.png,388,909,468,931,
030186_Q3.png,436,927,474,978,
030187_X1.png,391,943,433,979,
030188_N1.png,389,977,475,1005,
030189_S29.png,436,998,465,1080,
030190_Q3.png,390,1010,428,1071,
030191_G40.png,386,1079,475,1152,
030192_N35.png,386,1149,474,1169,
030193_F13.png,391,1168,474,1207,
030194_N31.png,389,1207,470,1241,
030195_N31.png,391,1236,471,1272,
030196_N31.png,393,1266,467,1303,
030197_UNKNOWN.png,438,1334,475,1387,
030198_UNKNOWN.png,379,1303,470,1473,
030199_E34.png,399,1492,461,1530,
030200_N35.png,399,1530,458,1545,
030201_M17.png,433,1541,452,1599,
030202_S29.png,405,1546,423,1599,
030203_UNKNOWN.png,488,28,567,112,
030204_N35.png,482,110,566,133,
030205_E34.png,500,147,557,181,
030206_N35.png,499,181,556,196,
030207_M17.png,532,194,551,252,
030208_S29.png,503,196,522,254,
030209_I10.png,485,271,566,363,
030210_N35.png,498,317,567,338,
030211_V28.png,546,332,572,422,
030212_G21.png,484,339,550,420,
030213_UNKNOWN.png,487,421,570,454,
030214_G17.png,489,454,567,537,
030215_I10.png,484,532,570,622,
030216_D21.png,498,581,566,606,
030217_X1.png,503,605,554,628,
030218_G40.png,484,627,569,695,
030219_Q3.png,503,693,542,741,
030220_G40.png,483,738,570,810,
030221_G1.png,486,805,568,886,
030222_Q3.png,508,883,546,924,
030223_G40.png,481,919,568,991,
030224_G1.png,482,989,563,1070,
030225_D21.png,486,1068,563,1093,
030226_G17.png,484,1095,566,1176,
030227_V13.png,482,1174,569,1208,
030228_Q3.png,499,1207,547,1253,
030229_G40.png,478,1253,567,1333,
030230_G35.png,480,1332,565,1417,
030231_E34.png,491,1435,557,1476,
030232_N35.png,491,1477,558,1493,
030233_M17.png,529,1492,549,1558,
030234_S29.png,498,1494,517,1555,
030235_D21.png,484,1572,562,1596,
030236_I9.png,580,20,664,56,
030237_D46.png,580,54,661,81,
030238_G43.png,584,75,659,166,
030239_Z1.png,633,165,651,202,
030240_Z1.png,618,167,633,205,
030241_Z1.png,599,166,620,208,
030242_Z1.png,583,167,602,207,
030243_M17.png,634,203,663,297,
030244_Q3.png,586,209,624,262,
030245_G43.png,585,258,639,349,
030246_O34.png,581,352,662,373,
030247_O50.png,601,372,638,414,
030248_N35.png,579,411,660,432,
030249_D28.png,582,431,651,488,
030250_W24.png,604,449,635,488,
030251_N18.png,583,485,658,505,
030252_N18.png,583,503,654,521,
030253_N18.png,581,520,658,541,
030254_N18.png,581,538,657,556,
030255_G43.png,585,555,650,640,
030256_D36.png,577,627,661,662,
030257_D60.png,595,663,656,741,
030258_D46.png,577,741,659,763,
030259_G43.png,591,762,650,836,
030260_N35.png,577,832,657,852,
030261_V13.png,578,849,658,876,
030262_N35.png,573,880,662,895,
030263_N35.png,576,895,664,914,
030264_Q1.png,596,914,655,989,
030265_D4.png,577,990,658,1019,
030266_G17.png,574,1016,650,1099,
030267_O1.png,574,1101,660,1148,
030268_D21.png,577,1145,657,1169,
030269_X1.png,593,1169,642,1195,
030270_I9.png,574,1188,659,1222,
030271_M17.png,603,1218,633,1296,
030272_D21.png,576,1296,656,1325,
030273_Q3.png,621,1323,656,1374,
030274_X1.png,572,1337,621,1367,
030275_N37.png,578,1373,663,1399,
030276_U28.png,633,1401,662,1478,
030277_G1.png,573,1400,631,1483,
030278_P13.png,574,1482,662,1522,
030279_I9.png,578,1523,660,1551,
030280_UNKNOWN.png,639,1545,656,1599,
030281_D21.png,577,1575,636,1597,
030282_G17.png,677,16,751,102,
030283_R8.png,731,102,759,184,
030284_G7.png,670,99,731,185,
030285_F32.png,675,186,754,205,
030286_D36.png,675,206,758,237,
030287_G35.png,668,235,751,312,
030288_G17.png,675,303,749,378,
030289_N29.png,695,372,746,413,
030290_D58.png,704,409,750,471,
030291_V28.png,673,401,700,477,
030292_G43.png,677,473,740,551,
030293_W15.png,698,552,746,636,
030294_G43.png,681,635,739,715,
030295_D46.png,671,714,748,740,
030296_S29.png,699,738,724,806,
030297_N35.png,670,803,753,818,
030298_N35.png,668,817,752,832,
030299_E34.png,678,845,740,879,
030300_N35.png,680,881,739,899,
030301_M17.png,713,897,732,953,
030302_S29.png,690,897,709,951,
030303_V13.png,670,972,753,996,
030304_G43.png,682,997,741,1078,
030305_X1.png,689,1082,738,1105,
030306_G5.png,669,1104,752,1194,
030307_G39.png,672,1190,753,1263,
030308_O34.png,673,1263,753,1281,
030309_Q1.png,692,1283,744,1357,
030310_D4.png,671,1357,753,1386,
030311_V13.png,668,1384,751,1412,
030312_G43.png,680,1417,737,1497,
030313_X1.png,689,1495,738,1522,
030314_E34.png,679,1538,746,1576,
030315_N35.png,682,1577,745,1595,
030316_UNKNOWN.png,775,18,839,45,
030317_D36.png,764,43,845,76,
030318_E34.png,777,90,837,125,
030319_N35.png,779,125,835,141,
030320_M17.png,812,139,833,194,
030321_S29.png,784,142,806,197,
030322_G17.png,770,215,843,289,
030323_T22.png,825,295,851,375,
030324_UNKNOWN.png,768,293,819,314,
030325_UNKNOWN.png,770,310,821,328,
030326_W24.png,772,329,811,368,
030327_G43.png,771,376,844,466,
030328_G5.png,767,464,849,549,
030329_M17.png,825,541,852,634,
030330_G43.png,775,547,829,633,
030331_O34.png,766,632,851,653,
030332_N37.png,768,651,851,681,
030333_Y3.png,765,682,833,764,
030334_Y2.png,762,764,850,789,
030335_N35.png,764,789,851,810,
030336_I9.png,761,805,853,844,
030337_D46.png,764,839,850,864,
030338_Z1.png,820,867,845,910,
030339_Z1.png,805,869,822,911,
030340_Z1.png,790,866,806,915,
030341_Z1.png,770,869,790,914,
030342_M17.png,819,913,851,1004,
030343_Q3.png,772,915,808,967,
030344_G43.png,764,968,823,1056,
030345_G25.png,761,1058,845,1141,
030346_G25.png,762,1141,852,1220,
030347_G25.png,762,1220,853,1293,
030348_M17.png,819,1296,851,1382,
030349_Z11.png,761,1296,818,1381,
030350_G43.png,772,1377,841,1468,
030351_O28.png,816,1472,850,1557,
030352_W24.png,765,1469,806,1507,
030353_O49.png,762,1507,813,1555,
030354_D2.png,873,9,929,65,
030355_D21.png,863,65,941,90,
030356_X1.png,881,89,927,113,
030357_Q3.png,903,115,943,167,
030358_X1.png,860,127,903,155,
030359_D10.png,859,167,946,205,
030360_E23.png,865,203,946,240,
030361_Q3.png,908,244,944,296,
030362_X1.png,861,249,908,289,
030363_N1.png,861,296,951,323,
030364_V28.png,883,321,926,403,
030365_N35.png,861,397,949,421,
030366_V31.png,859,420,948,457,
030367_D39.png,859,455,952,490,
030368_X1.png,881,490,919,516,
030369_UNKNOWN.png,863,517,945,631,
030370_D2.png,877,631,934,695,
030371_D21.png,863,692,947,722,
030372_X1.png,875,722,924,749,
030373_G17.png,866,748,945,829,
030374_D36.png,862,828,945,864,
030375_G35.png,859,861,941,937,
030376_D36.png,861,936,947,969,
030377_G43.png,867,974,941,1059,
030378_UNKNOWN.png,901,1063,924,1130,
030379_UNKNOWN.png,878,1062,902,1127,
030380_U1.png,862,1130,948,1200,
030381_G35.png,862,1195,947,1289,
030382_N29.png,903,1283,944,1329,
030383_X1.png,860,1297,900,1328,
030384_P6.png,883,1327,921,1416,
030385_M17.png,919,1409,950,1492,
030386_M42.png,857,1417,912,1491,
030387_N35.png,860,1493,947,1518,
030388_V4.png,870,1516,937,1590,
030389_M17.png,1011,16,1043,89,
030390_M42.png,954,22,1010,86,
030391_N35.png,956,86,1041,110,
030392_V4.png,971,106,1031,171,
030393_X1.png,979,165,1018,196,
030394_N31.png,958,191,1042,226,
030395_N35.png,957,227,1043,247,
030396_E34.png,972,258,1029,288,
030397_N35.png,974,288,1027,306,
030398_M17.png,1005,307,1025,361,
030399_S29.png,980,307,998,362,
030400_S29.png,1016,378,1044,459,
030401_V4.png,959,382,1020,460,
030402_G35.png,956,458,1038,545,
030403_N31.png,957,544,1044,576,
030404_E34.png,973,591,1028,627,
030405_N35.png,972,629,1030,644,
030406_M17.png,1005,643,1026,701,
030407_S29.png,975,643,1001,701,
030408_M17.png,990,722,1017,807,
030409_I10.png,954,795,1044,886,
030410_D2.png,977,832,1030,890,
030411_D21.png,957,890,1041,916,
030412_V31.png,956,916,1041,953,
030413_E1.png,953,949,1049,1037,
030414_N5.png,973,1038,1025,1090,
030415_T28.png,971,1092,1028,1140,
030416_D21.png,961,1141,1037,1164,
030417_I9.png,953,1164,1047,1197,
030418_D46.png,953,1193,1044,1219,
030419_Z1.png,1014,1222,1036,1260,
030420_Z1.png,996,1222,1016,1259,
030421_Z1.png,980,1220,997,1265,
030422_Z1.png,958,1222,982,1267,
030423_F16.png,957,1259,1038,1323,
030424_F16.png,963,1287,1041,1348,
030425_F16.png,965,1315,1044,1377,
030426_F16.png,965,1345,1044,1407,
030427_F16.png,967,1393,1041,1453,
030428_Z1.png,994,1443,1016,1479,
030429_V31.png,957,1481,1042,1523,
030430_G17.png,962,1513,1039,1592,
030431_N35.png,1053,7,1140,28,
030432_E34.png,1068,45,1120,75,
030433_N35.png,1068,74,1124,90,
030434_M17.png,1098,89,1120,142,
030435_S29.png,1075,90,1091,146,
030436_S29.png,1113,164,1140,242,
030437_V4.png,1052,167,1115,240,
030438_G35.png,1053,239,1132,320,
030439_N31.png,1054,318,1140,347,
030440_E34.png,1067,372,1125,401,
030441_N35.png,1069,403,1124,419,
030442_M17.png,1103,417,1125,473,
030443_S29.png,1076,420,1097,473,
030444_V13.png,1054,492,1140,523,
030445_G43.png,1057,524,1127,608,
030446_X1.png,1066,608,1113,635,
030447_UNKNOWN.png,1056,635,1144,749,
030448_U33.png,1100,750,1140,825,
030449_M17.png,1060,745,1087,828,
030450_D60.png,1068,823,1130,912,
030451_O1.png,1062,909,1131,955,
030452_D21.png,1055,954,1134,981,
030453_M17.png,1074,976,1112,1060,
030454_G17.png,1055,1056,1134,1135,
030455_V31.png,1054,1136,1141,1170,
030456_D58.png,1089,1181,1138,1256,
030457_M17.png,1053,1174,1082,1259,
030458_V31.png,1053,1260,1134,1299,
030459_X1.png,1068,1294,1113,1322,
030460_G5.png,1054,1323,1133,1401,
030461_O49.png,1060,1396,1122,1441,
030462_M17.png,1077,1439,1108,1516,
030463_I10.png,1054,1503,1137,1591,
390000_G17.png,5,14,69,94,
390001_F4.png,1,98,80,153,
390002_X1.png,20,149,72,179,
390003_F34.png,12,179,75,234,
390004_V31.png,6,235,76,271,
390005_Q1.png,17,271,70,346,
390006_D4.png,4,349,78,374,
390007_D35.png,3,375,80,414,
390008_S29.png,53,414,82,500,
390009_UNKNOWN.png,6,413,38,509,
390010_O50.png,55,528,83,565,
390011_G17.png,6,503,75,581,
390012_N35.png,5,580,80,599,
390013_V31.png,4,601,79,635,
390014_M17.png,61,631,83,712,
390015_G17.png,4,636,63,714,
390016_I9.png,3,715,80,750,
390017_D35.png,4,753,83,788,
390018_S29.png,51,783,76,875,
390019_UNKNOWN.png,12,787,43,874,
390020_O50.png,22,870,68,908,
390021_G17.png,7,904,80,981,
390022_N35.png,4,979,79,998,
390023_G39.png,3,998,84,1072,
390024_V31.png,9,1077,83,1108,
390025_M17.png,63,1103,83,1173,
390026_G17.png,6,1109,66,1180,
390027_I9.png,4,1177,86,1205,
390028_G5.png,6,1201,80,1277,
390029_D35.png,3,1277,85,1306,
390030_S29.png,50,1304,81,1382,
390031_UNKNOWN.png,14,1304,43,1385,
390032_O50.png,54,1401,84,1437,
390033_G17.png,6,1384,63,1454,
390034_N35.png,6,1456,83,1474,
390035_V31.png,5,1473,82,1504,
390036_M17.png,66,1507,86,1582,
390037_G17.png,7,1508,65,1586,
390038_UNKNOWN.png,92,8,121,108,
390039_S29.png,134,17,163,110,
390040_O50.png,106,100,147,133,
390041_G17.png,87,130,154,206,
390042_N35.png,89,202,160,218,
390043_V31.png,84,214,159,243,
390044_M17.png,114,244,147,323,
390045_D21.png,88,319,160,345,
390046_I9.png,90,340,165,369,
390047_E9.png,89,371,164,419,
390048_D21.png,90,420,164,442,
390049_V31.png,90,445,164,477,
390050_E9.png,87,477,167,525,
390051_N35.png,88,526,166,547,
390052_D58.png,102,550,157,611,
390053_G39.png,91,618,165,692,
390054_G29.png,89,698,166,770,
390055_N35.png,91,771,167,796,
390056_V31.png,91,798,167,833,
390057_M17.png,113,833,151,914,
390058_D21.png,91,920,166,948,
390059_I9.png,91,945,167,975,
390060_S29.png,137,977,165,1063,
390061_UNKNOWN.png,102,976,122,1062,
390062_O50.png,110,1060,156,1096,
390063_G17.png,100,1090,172,1164,
390064_N35.png,96,1163,170,1180,
390065_V31.png,90,1180,171,1209,
390066_M17.png,116,1207,147,1293,
390067_D21.png,94,1291,166,1319,
390068_I9.png,94,1311,173,1342,
390069_D35.png,92,1338,174,1375,
390070_D53.png,96,1379,174,1421,
390071_X1.png,108,1403,162,1428,
390072_X1.png,144,1476,175,1503,
390073_G43.png,95,1429,168,1520,
390074_R8.png,144,1521,175,1576,
390075_UNKNOWN.png,94,1524,144,1567,
390076_X1.png,102,1565,139,1587,
390077_N35.png,96,1585,174,1601,
390078_M17.png,193,17,225,99,
390079_D21.png,178,95,253,127,
390080_D46.png,171,126,253,156,
390081_V31.png,171,154,253,187,
390082_M17.png,223,185,249,278,
390083_M17.png,185,187,212,279,
390084_M17.png,200,271,224,356,
390085_I9.png,172,343,257,381,
390086_F31.png,178,377,253,443,
390087_N35.png,174,443,259,470,
390088_V31.png,174,470,261,503,
390089_Q3.png,197,503,238,543,
390090_UNKNOWN.png,175,536,263,565,
390091_E9.png,177,560,260,633,
390092_D21.png,189,612,260,637,
390093_N35.png,178,633,263,650,
390094_V31.png,181,645,261,674,
390095_Q3.png,201,680,245,720,
390096_N35.png,176,719,264,738,
390097_F31.png,184,745,251,830,
390098_V31.png,177,835,259,878,
390099_G5.png,179,880,263,975,
390100_G17.png,184,986,260,1070,
390101_D21.png,184,1069,266,1095,
390102_N35.png,179,1096,264,1114,
390103_I9.png,181,1115,264,1143,
390104_N35.png,182,1142,266,1161,
390105_G36.png,182,1158,264,1226,
390106_D21.png,188,1230,263,1249,
390107_G43.png,193,1250,254,1329,
390108_E23.png,185,1327,268,1370,
390109_N35.png,184,1373,267,1392,
390110_I9.png,183,1391,269,1422,
390111_N17.png,186,1425,269,1443,
390112_S29.png,205,1450,243,1541,
390113_D21.png,189,1540,268,1571,
390114_M17.png,286,13,321,94,
390115_D21.png,269,95,346,132,
390116_O50.png,286,136,329,169,
390117_G43.png,274,172,344,256,
390118_D21.png,271,259,346,291,
390119_Z1.png,298,292,320,317,
390120_S29.png,288,317,330,405,
390121_N35.png,270,402,348,426,
390122_M17.png,297,425,334,505,
390123_O50.png,288,506,331,545,
390124_G17.png,274,541,347,618,
390125_S29.png,301,617,332,696,
390126_V31.png,272,695,352,726,
390127_N14.png,278,723,349,784,
390128_N14.png,279,781,352,855,
390129_N14.png,277,852,351,926,
390130_U1.png,278,926,355,987,
390131_D4.png,277,984,355,1009,
390132_G1.png,277,1010,351,1092,
390133_V31.png,274,1093,355,1126,
390134_M17.png,337,1125,356,1197,
390135_G17.png,279,1128,341,1204,
390136_G43.png,287,1197,352,1278,
390137_D36.png,277,1275,359,1311,
390138_V28.png,325,1311,359,1398,
390139_O11.png,287,1316,319,1400,
390140_G5.png,279,1407,354,1498,
390141_Q3.png,303,1492,341,1534,
390142_G43.png,288,1534,351,1609,
390143_O50.png,372,8,419,45,
390144_D21.png,359,45,431,75,
390145_U15.png,359,74,435,103,
390146_X1.png,371,103,422,135,
390147_U15.png,358,134,437,166,
390148_X1.png,372,167,418,198,
390149_S29.png,399,194,434,291,
390150_M17.png,365,197,396,290,
390151_D36.png,357,288,435,323,
390152_O51.png,368,325,430,378,
390153_N35.png,357,380,439,399,
390154_V31.png,360,403,438,438,
390155_M23.png,404,437,442,524,
390156_G43.png,359,439,419,523,
390157_V7.png,373,525,427,600,
390158_N35.png,362,601,437,621,
390159_N35.png,360,620,440,639,
390160_V31.png,360,637,438,675,
390161_M23.png,403,676,441,751,
390162_G43.png,362,676,417,753,
390163_G17.png,368,754,438,827,
390164_F26.png,365,825,444,868,
390165_W24.png,389,872,428,901,
390166_D36.png,368,898,443,935,
390167_V31.png,363,933,441,969,
390168_D35.png,362,967,447,1003,
390169_R8.png,384,1006,435,1086,
390170_S29.png,416,1070,446,1162,
390171_D58.png,367,1088,421,1160,
390172_N14.png,375,1161,438,1219,
390173_M17.png,419,1226,450,1314,
390174_G43.png,368,1229,424,1312,
390175_D35.png,369,1315,449,1349,
390176_U33.png,387,1350,439,1434,
390177_UNKNOWN.png,370,1432,450,1472,
390178_W24.png,409,1497,445,1534,
390179_U33.png,371,1472,404,1554,
390180_I9.png,374,1549,451,1579,
390181_D58.png,457,1,518,75,
390182_G39.png,447,76,528,155,
390183_X8.png,458,152,515,234,
390184_I9.png,448,228,529,260,
390185_N35.png,448,261,529,284,
390186_V31.png,447,285,526,318,
390187_M17.png,506,319,530,393,
390188_G17.png,451,320,515,400,
390189_X1.png,461,399,518,426,
390190_F4.png,447,429,530,485,
390191_G5.png,450,483,527,561,
390192_UNKNOWN.png,449,559,531,634,
390193_V31.png,448,635,531,671,
390194_M17.png,508,673,532,753,
390195_G17.png,448,673,511,756,
390196_S29.png,477,760,513,848,
390197_S29.png,502,852,531,951,
390198_UNKNOWN.png,463,856,490,950,
390199_O50.png,475,949,518,980,
390200_G17.png,458,975,533,1058,
390201_V31.png,455,1059,536,1090,
390202_M17.png,514,1085,539,1171,
390203_G17.png,460,1091,520,1173,
390204_S29.png,484,1177,515,1264,
390205_E34.png,458,1267,538,1321,
390206_N35.png,457,1320,535,1340,
390207_V31.png,457,1339,538,1372,
390208_M17.png,517,1374,540,1447,
390209_G17.png,458,1376,515,1452,
390210_S29.png,482,1451,515,1534,
390211_W18.png,458,1531,537,1597,
390212_D2.png,550,7,609,71,
390213_UNKNOWN.png,538,69,618,103,
390214_UNKNOWN.png,538,104,619,130,
390215_G5.png,534,134,620,221,
390216_G17.png,543,218,617,299,
390217_D21.png,540,302,620,333,
390218_N35.png,537,332,624,356,
390219_I9.png,537,359,620,392,
390220_M17.png,604,395,626,479,
390221_G17.png,538,397,606,480,
390222_V28.png,584,483,622,571,
390223_W24.png,539,508,585,556,
390224_G10.png,539,580,627,671,
390225_V31.png,542,678,626,714,
390226_M17.png,603,721,624,808,
390227_G43.png,542,720,599,807,
390228_N35.png,542,812,623,836,
390229_V31.png,542,834,625,868,
390230_V28.png,570,866,610,956,
390231_N35.png,545,956,620,977,
390232_G17.png,552,974,624,1052,
390233_G17.png,555,1053,626,1124,
390234_X1.png,562,1125,610,1152,
390235_UNKNOWN.png,561,1158,617,1228,
390236_G43.png,556,1222,620,1315,
390237_Aa26.png,565,1315,610,1397,
390238_N35.png,549,1395,625,1417,
390239_V31.png,549,1416,627,1449,
390240_G43.png,558,1444,624,1528,
390241_M17.png,604,1533,632,1609,
390242_O50.png,549,1543,599,1592,
390243_G17.png,629,2,710,84,
390244_D21.png,633,87,708,115,
390245_N35.png,631,114,711,134,
390246_N35.png,628,134,710,160,
390247_E34.png,642,175,695,207,
390248_N35.png,641,205,700,222,
390249_M17.png,672,221,696,292,
390250_S29.png,647,223,672,289,
390251_N26.png,676,342,713,373,
390252_G43.png,632,313,691,393,
390253_O1.png,640,399,708,448,
390254_D21.png,635,446,711,477,
390255_V31.png,633,475,709,511,
390256_V24.png,686,509,712,587,
390257_G43.png,635,508,694,589,
390258_N35.png,635,592,713,614,
390259_M23.png,675,613,717,699,
390260_G43.png,634,614,690,695,
390261_G39.png,634,703,716,778,
390262_D58.png,647,790,707,860,
390263_G17.png,634,868,711,952,
390264_X1.png,649,953,697,987,
390265_V4.png,640,1001,714,1088,
390266_G17.png,640,1082,709,1173,
390267_O49.png,650,1175,710,1228,
390268_X1.png,652,1228,701,1256,
390269_M17.png,660,1264,695,1370,
390270_D21.png,640,1365,716,1396,
